Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-031951,2019-07,03/01/2019 08:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",800,N TUCKER BLVD,35,SAINT PATRICK CENTER, ,800,TUCKER,907168.5,1019631
19-009297,2019-07,03/01/2019 11:30,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1200,N JEFFERSON AVE,61,GATEWAY MIDDLE SCHOOL,@GATEWAY SCHOOL MIDDLE,1200,JEFFERSON,902233.3,1022362
19-009644,2019-07,03/03/2019 03:30, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6018,HARNEY,76, , ,6018,HARNEY,0,0
19-009769,2019-07,03/04/2019 00:45,Y, , ,1, , 44015,6,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,4612,PENROSE ST,69, , ,4612,PENROSE,895045.5,1035533
19-009806,2019-07,03/04/2019 15:20, , , ,-1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4873,NORWICH,76, , ,4873,NORWICH,0,0
19-010260,2019-07,03/04/2019 18:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2615,CHIPPEWA ST,19, , ,2615,CHIPPEWA,898132,1002547
19-011107,2019-07,03/12/2019 23:35, , , ,1, ,263120,4,OBSTRUCT GOVRN OP-FALSE REPORT, , ,62, , , , ,0,0
19-011107,2019-07,03/12/2019 23:35, , , ,-1, , 69603,4,"LARC-ALL OTH/FRM PRSN/$500 - $24,999", , ,62, , , , ,0,0
19-032152,2019-07,03/13/2019 08:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6105,ETZEL AVE,48, ,APT 201,6105,ETZEL,879425.1,1031441
19-017233,2019-07,03/17/2019 20:00,Y, , ,1, , 31422,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,0,N 13TH ST / HOWARD ST,63, , , , ,907856.8,1023333
19-034106,2019-07,03/19/2019 08:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4369,ITASKA ST,5, , ,4369,ITASKA,886260.4,1001598
19-022258,2019-07,03/23/2019 15:42,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,2337,S KINGSHIGHWAY BLVD,13, , ,2337,KINGSHIGHWAY,886582.9,1011829
17-015403,2019-07,03/24/2017 08:30, , , ,-1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR, , ,35, , , , ,0,0
19-031378,2019-07,03/30/2018 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3519,PESTALOZZI ST,25, , , , ,894433.6,1009067
19-014828,2019-07,04/05/2019 08:50,Y, , ,1, , 83000,2,ARSON-KNOWINGLY BURNING/SUCCESS,3631,GRAVOIS AVE,15, ,@WALGREENS - GRAVOIS AND GRAND,3631,GRAVOIS,893179.3,1004622
19-033191,2019-07,04/06/2019 10:04,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,5055,WINONA AVE,7, , ,5055,WINONA,883493.5,1004127
19-035551,2019-07,04/06/2019 12:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4857,SACRAMENTO AVE,69, , ,4857,SACRAMENTO,892471.4,1034919
19-037140,2019-07,04/06/2019 15:00,Y, , ,1, ,176200,1,SEX OFFNS-SX ABUSE/2ND/VIC 12-13 OR INCAPACITA,5500,GRAVOIS AVE,5,DIREWOLF RECOVERY,BEVO MILL NEIGHBORHOOD,3600,UPTON,0,0
19-035714,2019-07,04/10/2019 00:01,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4651,CHIPPEWA ST,15,FOOT LOCKER, ,4651,CHIPPEWA,886059,1004133
19-034357,2019-07,04/10/2019 00:01,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,4651,CHIPPEWA ST,15,FOOT LOCKER, ,4651,CHIPPEWA,886059,1004133
19-037088,2019-07,04/10/2019 09:35,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4920,MCPHERSON AVE,38, , ,4920,MCPHERSON,888276.1,1025013
19-015965,2019-07,04/11/2019 08:30,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4248,COTTAGE AVE,57,SUMNER HIGH SCHOOL,@SUMNER HIGH SCHOOL,4248,COTTAGE,894865.7,1029224
19-015965,2019-07,04/11/2019 08:30,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4248,COTTAGE AVE,57,SUMNER HIGH SCHOOL,@SUMNER HIGH SCHOOL,4248,COTTAGE,894865.7,1029224
19-024979,2019-07,04/12/2019 06:49,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,919,N JEFFERSON AVE,59, ,@CPD,919,JEFFERSON,902219.7,1021301
19-020207,2019-07,04/13/2013 00:01,Y, , ,1, ,175500,5,SEX OFFNS-SX MISCONDUCT/FIRST,800,BAYARD AVE,53, , ,800,BAYARD,0,0
19-035557,2019-07,04/16/2019 08:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1110,WASHINGTON AVE,35, , ,1915,OLIVE,907161.8,1018819
19-018038,2019-07,04/23/2019 04:25, , , ,-1, ,265321,1,LEAVING SCENE OF ACCIDENT,4548,NEBRASKA,17, ,: L2,4548,NEBRASKA,0,0
19-025724,2019-07,04/23/2019 12:00, , , ,1, , 21000,5,RAPE -- FORCIBLE,4900,FOUNTAIN,53, , ,4900,FOUNTAIN,0,0
19-025724,2019-07,04/23/2019 12:00, , , ,-1, ,179210,5,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,4900,FOUNTAIN,53, , ,4900,FOUNTAIN,0,0
19-019849,2019-07,04/23/2019 16:12,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-034727,2019-07,04/24/2019 00:01,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,1110,WASHINGTON AVE,35, , ,919,JEFFERSON,907161.8,1018819
19-034125,2019-07,04/28/2016 09:14,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3721,MICHIGAN AVE,19, , ,3721,MICHIGAN,895296.4,1003255
19-030560,2019-07,04/29/2019 00:01,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,3213,DAKOTA ST,16, , ,3213,DAKOTA,894134.4,998437.9
19-032811,2019-07,05/01/2016 09:59,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,4300,E MAFFITT AVE,57, , ,4300,MAFFITT,0,0
19-032235,2019-07,05/01/2019 00:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6629,LINDENWOOD PL,9, , ,6629,LINDENWOOD,876021.1,1005617
19-036903,2019-07,05/01/2019 00:01,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,617,HAVEN ST,1, , ,617,HAVEN,890051.9,991844.5
19-032892,2019-07,05/01/2019 09:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,226,E SCHIRMER ST,2,THE PATCH NEIGHBORHOOD,THE PATCH NEIGHBORHOOD,226,SCHIRMER,889667.2,987533
19-035789,2019-07,05/01/2019 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4605,S 38TH ST,16, , ,4605,38TH,891276.2,999809.8
19-032758,2019-07,05/01/2019 17:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4201,W MARGARETTA AVE,68, , ,4201,MARGARETTA,896781.1,1033255
19-037314,2019-07,05/03/2019 01:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2000,N BROADWAY,64, , ,2000,BROADWAY,909471.3,1024733
19-020003,2019-07,05/03/2019 13:35, , , ,1, , 21000,4,RAPE -- FORCIBLE,3900,FLORISSANT,65, ,IN THE VICTIMS VEHICLE,3500,BLAIR,0,0
19-020003,2019-07,05/03/2019 13:35, , , ,-1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3916,FLORISSANT,65, ,IN THE VICTIMS VEHICLE,3522,BLAIR,0,0
19-020059,2019-07,05/03/2019 19:53,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3700,S JEFFERSON AVE,18, , ,3700,JEFFERSON,898481.4,1002969
19-033808,2019-07,05/04/2018 00:01,Y, , ,1, ,101000,3,FORGERY,3535,S JEFFERSON AVE,19, , ,3535,JEFFERSON,898367.8,1003871
19-031730,2019-07,05/04/2019 12:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1225,WARREN ST,63, , ,1225,WARREN,907474.6,1025927
19-020410,2019-07,05/05/2019 19:50,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3353,NEBRASKA AVE,19, ,REAR,3355,CHEROKEE,896815.4,1005396
19-020576,2019-07,05/06/2019 12:30, , , ,-1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1,GOVERNMENT,82, , ,1,GOVERNMENT,0,0
19-034393,2019-07,05/07/2019 15:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3948,JAMIESON AVE,9, ,BASEMENT STORAGE AREA,3948,JAMIESON,874826.4,1005134
19-033162,2019-07,05/08/2019 08:15,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,504,BATES ST,1, , ,504,BATES,892637.8,994365.9
18-026524,2019-07,05/10/2018 12:00, , , ,-1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,2150,VICTOR,22, , ,2150,VICTOR,0,0
19-033822,2019-07,05/11/2019 02:00,Y, , ,1, ,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,3500,TENNESSEE AVE,19, , ,3500,TENNESSEE,0,0
19-032481,2019-07,05/11/2019 02:40,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
19-032751,2019-07,05/11/2019 21:25,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4385,MARYLAND AVE,38, , ,4385,MARYLAND,890770,1023230
19-034544,2019-07,05/12/2019 16:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1442,CHOUTEAU AVE,33,PEABODY COMPLEX, ,1442,CHOUTEAU,904053.8,1013944
19-031956,2019-07,05/13/2019 12:00,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,3408,BLAIR AVE,65, , ,3408,BLAIR,906269.3,1028690
19-033960,2019-07,05/14/2019 12:22,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,935,BELLERIVE BLVD,1, , ,935,BELLERIVE,891066.8,995274.8
19-022041,2019-07,05/14/2019 13:45,Y, , ,1, , 31112,5,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,5846,PAGE BLVD,48, , ,5846,PAGE,881629.7,1031926
19-035175,2019-07,05/14/2019 15:30,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7128,MANCHESTER AVE,10, , ,7128,MANCHESTER,874255.5,1012952
19-034217,2019-07,05/14/2019 18:09,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,909,CHRISTIAN AVE,74, ,ALLEY,909,CHRISTIAN,896872.2,1046425
19-032040,2019-07,05/15/2019 06:48,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1600,PINE ST,36, ,NUISANCE ABATEMENT PROPERTY,1600,PINE,904957.8,1018479
19-034569,2019-07,05/15/2019 17:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3124,PRAIRIE AVE,59, , ,3124,PRAIRIE,899706.9,1029469
19-022310,2019-07,05/15/2019 18:15, , , ,1, , 44013,2,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",7218,TENNIS WAY,8, ,: APT 1,7218,TENNIS,0,0
19-022310,2019-07,05/15/2019 18:15, , , ,-1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,7218,TENNIS WAY,8, ,: APT 1,7218,TENNIS,0,0
19-022470,2019-07,05/16/2019 13:33,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,998,BENTON ST,64, , , , ,908091.4,1025782
19-022470,2019-07,05/16/2019 13:33,Y, , ,1, , 41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,998,BENTON ST,64, , , , ,908091.4,1025782
19-022470,2019-07,05/16/2019 13:33,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,998,BENTON ST,64, , , , ,908091.4,1025782
19-022470,2019-07,05/16/2019 13:33,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,998,BENTON ST,64, , , , ,908091.4,1025782
19-022500,2019-07,05/16/2019 14:45,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5279,FYLER AVE,14,PREMIER CHARTER SCHOOL,@SCHOOL - ST. LOUIS CHARTER SCHOOL,5279,FYLER,883900,1007560
19-033071,2019-07,05/16/2019 14:59,Y, , ,1, , 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,7137,ALABAMA AVE,1, , ,7137,ALABAMA,888740.4,990675.9
19-035221,2019-07,05/17/2019 08:55,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4109,GERMANIA ST,4, , ,4109,GERMANIA,882798.8,992694.6
19-032841,2019-07,05/17/2019 09:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
19-031766,2019-07,05/17/2019 10:35,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1433,HOGAN ST,61, ,NUISANCE ABATEMNENT PROPERTY,1433,HOGAN,905088.9,1022929
19-034185,2019-07,05/19/2019 16:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4914,HOOKE AVE,71, , ,4914,HOOKE,893912.9,1038693
19-023280,2019-07,05/19/2019 21:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DELMAR BLVD / N SKINKER BLVD,46, , , , ,877404.6,1027557
19-035227,2019-07,05/20/2019 09:10,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-032047,2019-07,05/20/2019 12:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,926,CASS AVE,62, ,NUISANCE ABATEMENT PROPERTY,926,CASS,908816,1022115
19-035655,2019-07,05/20/2019 16:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1928,CHIPPEWA ST,18, , ,1928,CHIPPEWA,899666.7,1002085
19-036844,2019-07,05/21/2019 08:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,3704,HARTFORD ST,15, , ,3704,HARTFORD,893060.3,1008079
19-032141,2019-07,05/21/2019 13:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1932,WARREN ST,60, ,NUISANCE ABATEMENT PROPERTY,1932,WARREN,905061.7,1025248
19-032064,2019-07,05/22/2019 12:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4960,LACLEDE AVE,38,ROYAL OAKS NURSING AND REHAB, ,4960,LACLEDE,887579.7,1022103
19-032028,2019-07,05/22/2019 12:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1600,PINE ST,36, ,NUISANCE ABATEMENT PROPERTY,1600,PINE,904957.8,1018479
19-031774,2019-07,05/22/2019 16:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1203,N 7TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1203,7TH,909174.2,1020603
19-036957,2019-07,05/23/2019 00:01,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,4622,PAGE BLVD,54, , ,4622,PAGE,890616.5,1028213
19-032021,2019-07,05/23/2019 01:09,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3615,N 20TH ST,65, ,NUISANCE ABATEMENT PROPERTY,3615,20TH,905116.1,1029186
19-033723,2019-07,05/24/2019 10:00,Y, , ,1, ,111120,2,FRAUD-BAD CHECK/INSUF FUNDS/UNDER $150,3500,S KINGSHIGHWAY BLVD,15,KAS ENTERPRISES LLC, ,3500,KINGSHIGHWAY,885726.6,1005670
19-023971,2019-07,05/24/2019 15:00, , , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1228,DILLON,33,PEABODY HOUSING COMPLEX, ,1228,DILLON,0,0
19-023971,2019-07,05/24/2019 15:00, , , ,-1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",1228,DILLON,33,PEABODY HOUSING COMPLEX, ,1228,DILLON,0,0
19-033267,2019-07,05/24/2019 19:05,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,909,CHRISTIAN AVE,74, ,ALLEY,909,CHRISTIAN,896872.2,1046425
19-032015,2019-07,05/24/2019 19:55,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1402,N 8TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1402,8TH,909212.8,1022017
19-035674,2019-07,05/25/2019 09:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,932,LOUGHBOROUGH AVE,1, ,@LOUGHBOROUGH COMMONS - BURGER KING,932,LOUGHBOROUGH,888524.2,991611.8
19-024613,2019-07,05/25/2019 19:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3822,CALIFORNIA,16, , ,3822,CALIFORNIA,0,0
19-032061,2019-07,05/27/2019 00:01,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4868,FARLIN AVE,69, , ,4868,FARLIN,892723.5,1035672
19-024374,2019-07,05/27/2019 02:00,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,8026,CHURCH RD,74, , ,8026,CHURCH,896807.8,1047133
19-033715,2019-07,05/27/2019 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,4170,FARLIN AVE,68, , ,4170,FARLIN,897541.6,1032969
19-032199,2019-07,05/28/2019 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4735,S SPRING AVE,16, , ,4735,SPRING,890525.8,999215.5
19-031962,2019-07,05/28/2019 22:00,Y, , ,1, , 44015,3,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,2265,INDIANA AVE,23, , ,1915,OLIVE,899788.1,1010345
19-032135,2019-07,05/29/2019 16:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,110,N 17TH ST,36, ,NUISANCE ABATEMENT PROPERTY,110,17TH,904545.1,1018315
19-030313,2019-07,05/31/2019 00:01,Y, , ,1, ,204100,2,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,3264,JAMIESON AVE,9, , ,3264,JAMIESON,875333.2,1008907
19-034071,2019-07,05/31/2019 08:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4012,SCHILLER PL,5, , ,4012,SCHILLER,888068.9,998276.8
19-025296,2019-07,05/31/2019 22:15, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,37, , , , ,0,0
19-034221,2019-07,06/01/2019 05:34,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,286,DEBALIVIERE AVE,46, , ,286,DEBALIVIERE,881588.3,1025071
19-036833,2019-07,06/01/2019 07:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4949,OLEATHA AVE,14, , ,4949,OLEATHA,885003.9,1006105
19-035713,2019-07,06/01/2019 09:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5815,FERRIS AVE,70, , ,5815,FERRIS,885520.6,1039288
19-032859,2019-07,06/01/2019 09:26,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,10,N TUCKER BLVD,35, ,@CIVIL COURTS,1915,OLIVE,906717.8,1017504
19-032130,2019-07,06/01/2019 09:56,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4402,MINNESOTA AVE,17, , ,4402,MINNESOTA,895112.7,998804.8
19-034249,2019-07,06/01/2019 11:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,N 22ND ST / BREMEN AVE,65, , , , ,903790.1,1029744
19-035738,2019-07,06/01/2019 12:05,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,0,N KINGSHIGHWAY BLVD / PAGE BLV,53, , , , ,0,0
19-033224,2019-07,06/01/2019 15:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,3947,LABADIE AVE,56, , ,3947,LABADIE,898056.4,1029284
19-026793,2019-07,06/01/2019 18:00,Y, , ,1, ,204100,3,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,3442,CONNECTICUT ST,25, , ,3442,CONNECTICUT,894565.3,1007206
19-036461,2019-07,06/02/2019 02:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1600,PINE ST,36, ,NUISANCE ABATEMENT PROPERTY,1600,PINE,904957.8,1018479
19-037122,2019-07,06/02/2019 07:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2419,GLASGOW AVE,59, , ,2419,GLASGOW,900752.4,1025588
19-025660,2019-07,06/02/2019 13:10,Y, , ,1, ,112010,3,FRAUD-CREDIT DEVICE/OVER $150,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
19-036451,2019-07,06/02/2019 16:25,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2529,W HEBERT ST,60, ,NUISANCE ABATEMENT PROPERTY,2529,HEBERT,902780.2,1028224
19-037189,2019-07,06/02/2019 16:53,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,300,N 4TH ST,35, ,@MANSION HOUSE,919,JEFFERSON,909633.8,1017651
19-032907,2019-07,06/03/2018 19:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8605,S BROADWAY,2, , , , ,887017.4,985695.9
