Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-023036,2019-06,02/02/2019 16:30,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4301,SHREVE AVE,69, , ,4301,SHREVE,894157.7,1036873
18-005642,2019-06,02/04/2018 20:00, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3800,LABADIE,59, , ,3800,LABADIE,0,0
19-027414,2019-06,02/04/2019 15:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5855,SELBER CT,50, , ,5855,SELBER,884892.9,1038049
19-027422,2019-06,02/07/2019 00:02,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
19-027418,2019-06,02/07/2019 19:55,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1225,UNION BLVD,48, ,@WALGREENS - 1225 UNION,1225,UNION,885132.9,1029391
19-031720,2019-06,02/08/2017 08:40,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,7557,HALL ST,74, , , , ,898564.8,1045187
19-027420,2019-06,02/09/2019 11:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
19-030433,2019-06,02/10/2019 01:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3448,OSAGE ST,16, , ,3448,OSAGE,893616.4,1001672
19-027430,2019-06,02/10/2019 13:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3431,UNION BLVD,50, ,@SCHNUCKS - CITY PLAZA ON UNION,3431,UNION,888884.8,1036000
19-027431,2019-06,02/12/2019 22:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
19-027439,2019-06,02/13/2019 17:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1004,GOODFELLOW BLVD,48, , ,1004,GOODFELLOW,881392.6,1029561
19-027435,2019-06,02/13/2019 17:01,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3431,UNION BLVD,50, ,@SCHNUCKS - CITY PLAZA ON UNION,3431,UNION,888884.8,1036000
19-027438,2019-06,02/13/2019 22:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,900,N KINGSHIGHWAY BLVD,53, , ,900,KINGSHIGHWAY,887992.3,1027106
19-027441,2019-06,02/15/2019 16:45,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,702,N KINGSHIGHWAY BLVD,53, , ,702,KINGSHIGHWAY,888036.9,1026405
19-027443,2019-06,02/17/2019 23:25,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4399,FOREST PARK AVE,38, , ,4399,FOREST PARK,890245.9,1021299
19-027427,2019-06,02/19/2019 04:44,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
19-027444,2019-06,02/19/2019 15:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,710,GOODFELLOW BLVD,48, , ,710,GOODFELLOW,881216.5,1027231
19-031420,2019-06,02/20/2019 15:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5733,PAGE BLVD,78, , ,5733,PAGE,882393.4,1031699
19-027447,2019-06,02/21/2019 16:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1610,N KINGSHIGHWAY BLVD,55, ,@WARWOOD APTS,1610,KINGSHIGHWAY,888692.6,1030783
19-027453,2019-06,02/22/2019 16:35,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4429,KENNERLY AVE,57, , ,4429,KENNERLY,893715.7,1030363
19-029595,2019-06,02/23/2019 00:01,Y, , ,1, , 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5801,WILSON AVE,12,PUBLIC STORAGE, ,5801,WILSON,881898.8,1013889
19-030241,2019-06,02/26/2019 14:20,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8241,CHURCH RD,74, , ,8309,CHURCH,896400.6,1048367
19-029722,2019-06,02/27/2019 08:28,Y, , ,1, ,111110,3,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,3313,S COMPTON AVE,30, , ,3313,COMPTON,895384.9,1005939
19-027822,2019-06,02/28/2019 19:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,3127,CLARENCE AVE,56, , ,3127,CLARENCE,895462.1,1031576
19-027354,2019-06,03/01/2018 12:00,Y, , ,1, ,204100,5,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4715,NEWCOMB PL,54, , ,4715,NEWCOMB,890310.8,1029190
19-025867,2019-06,03/01/2019 08:00,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,3825,WEST PINE BLVD,37, ,@SLU - DEMATTIAS HALL,3825,WEST PINE,894506.1,1021095
19-027664,2019-06,03/01/2019 12:14,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,3901,LOUIS ST,4, , ,3901,LOUIS,884468.3,992020.3
19-026454,2019-06,03/03/2019 11:00,Y, , ,1, , 69602,0,"LARCENY-ALL OTHER $500 - $24,999",9730,PERCH DR,0, , ,1715,UNION,0,0
19-009831,2019-06,03/04/2019 18:29, , , ,-1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4014,UNION,70, , ,4014,UNION,0,0
19-027761,2019-06,03/05/2019 17:03,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8241,CHURCH RD,74, , ,1522,8TH,896400.6,1048367
19-027619,2019-06,03/06/2019 14:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,815,ANN AVE,21, , ,815,ANN,904487.5,1009513
19-019678,2019-06,03/08/2016 00:01,Y, , ,1, ,262100,2,PORNAGRAPHY-PROMOTING,6711,SCANLAN AVE,9, ,CHILD S FATHER S ADDRESS AT TIME PHO,1915,OLIVE,876199.1,1009576
19-027163,2019-06,03/12/2019 03:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6005,SHULTE AVE,76, , ,6005,SHULTE,890774.4,1046483
19-025670,2019-06,03/15/2019 12:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1106,SAINT LOUIS AVE,63, , ,1106,SAINT LOUIS,907544.8,1026516
19-030428,2019-06,03/15/2019 17:31,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8321,CHURCH RD,74, , ,8321,CHURCH,896459.3,1048464
19-026344,2019-06,03/15/2019 21:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4481,ST LOUIS AVE,56, , ,4481,ST LOUIS,893634.1,1031291
19-027717,2019-06,03/16/2019 06:05,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,3282,JAMIESON AVE,9, , ,3282,JAMIESON,875303.8,1008788
19-029937,2019-06,03/16/2019 09:50,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5868,PAGE BLVD,48, , ,5868,PAGE,881436.6,1031990
19-027345,2019-06,03/16/2019 12:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,ALCOTT AVE / LILLIAN AVE,72, , ,5320,ZEALAND,891283.3,1041227
19-027273,2019-06,03/17/2019 15:39,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5340,GERALDINE AVE,71, , ,5340,GERALDINE,893677.4,1040795
19-012498,2019-06,03/18/2019 18:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4252,HARRIS,68, , ,4454,FARLIN,0,0
19-012299,2019-06,03/20/2019 08:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4828,N BROADWAY,64,@HOTEL- FIRST WESTERN INN,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
19-012299,2019-06,03/20/2019 08:15,Y, , ,1, , 41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4828,N BROADWAY,64,@HOTEL- FIRST WESTERN INN,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
19-012299,2019-06,03/20/2019 08:15,Y, , ,1, , 41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4828,N BROADWAY,64,@HOTEL- FIRST WESTERN INN,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
19-012299,2019-06,03/20/2019 08:15,Y, , ,1, , 41014,6,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4828,N BROADWAY,64,@HOTEL- FIRST WESTERN INN,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
19-012356,2019-06,03/20/2019 13:50,Y, , ,1, , 42014,1,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,5132,CHRISTY AVE,5, ,UPSTAIRS,5132,CHRISTY,884417.9,1000506
19-012356,2019-06,03/20/2019 13:50,Y, , ,1, , 42014,1,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,5132,CHRISTY AVE,5, ,UPSTAIRS,5132,CHRISTY,884417.9,1000506
19-029936,2019-06,03/21/2019 07:43,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5868,PAGE BLVD,48, , ,5868,PAGE,881436.6,1031990
19-027709,2019-06,03/26/2017 22:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,LOOKAWAY DR / SHEPLEY BLVD,75, , , , ,907746.5,1063344
19-013305,2019-06,03/26/2019 17:44,Y, , ,1, , 43025,5,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,724,UNION BLVD,51, ,@WEST END REC CENTER,724,UNION,885311.2,1026811
19-027209,2019-06,03/27/2019 12:04,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
19-030704,2019-06,03/28/2019 23:00,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,3700,FAIRVIEW AVE,15, , ,3700,FAIRVIEW,0,0
19-028638,2019-06,03/29/2019 12:50,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,2925,OLIVE ST,37, , ,2925,OLIVE,899909.7,1020149
19-030258,2019-06,03/31/2019 10:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,625,N EUCLID AVE,38, , ,625,EUCLID,888580.9,1025734
19-023142,2019-06,04/01/2007 12:00,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4943,POTOMAC ST,14, , ,4943,POTOMAC,885057.3,1006415
19-024963,2019-06,04/01/2018 00:01,Y, , ,1, ,177000,3,SEX OFFNS-INCEST,2800,PENNSYLVANIA AVE,25, , ,2800,PENNSYLVANIA,0,0
19-031140,2019-06,04/01/2019 13:25,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4496,MARYLAND AVE,38,WESTMORELAND HOTEL, ,4496,MARYLAND,889554.4,1023223
19-014830,2019-06,04/05/2019 08:30,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,4265,ATHLONE,68, ,: @SCHOOL - YEATMAN,4265,ATHLONE,0,0
19-014831,2019-06,04/05/2019 08:30,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,4265,ATHLONE AVE,68,YEATMAN MIDDLE SCHOOL,@SCHOOL - YEATMAN,4265,ATHLONE,897803.3,1034677
19-026073,2019-06,04/07/2019 09:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",701,CONVENTION PZ,35,AMERICAS CENTER, , , ,908773.3,1019107
19-015300,2019-06,04/07/2019 21:30, , , ,-1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3842,BLAINE,29, , ,3842,BLAINE,0,0
19-031214,2019-06,04/09/2019 07:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3716,SULLIVAN AVE,59, , ,3716,SULLIVAN,899788.4,1028982
18-059817,2019-06,04/10/2018 00:01,Y, , ,1, ,204100,1,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1029,EILER ST,1, , ,1029,EILER,891135.2,996254.8
19-025761,2019-06,04/10/2019 10:06,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,1275,GOODFELLOW BLVD,48, , ,1275,GOODFELLOW,881868.3,1031486
19-016008,2019-06,04/11/2019 13:13, , , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6726,CHIPPEWA,8,TED DREWE`S, , , ,0,0
19-016008,2019-06,04/11/2019 13:13, , , ,-1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6726,CHIPPEWA,8,TED DREWE`S, , , ,0,0
19-016128,2019-06,04/11/2019 21:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5105,ASHLAND,52, , ,5105,ASHLAND,0,0
19-016165,2019-06,04/12/2019 10:42,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,0,N KINGSHIGHWAY BLVD / LEE AVE,69, , , , ,891910.8,1036791
19-025790,2019-06,04/12/2019 12:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",5005,UNION BLVD,71, , ,5005,UNION,892226.5,1040403
19-025723,2019-06,04/12/2019 14:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3140,MERAMEC ST,17, , ,3140,MERAMEC,894675.3,999964.5
19-026491,2019-06,04/12/2019 20:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3916,N MARKET ST,59, , ,3916,MARKET,897377.6,1027033
19-025975,2019-06,04/13/2019 14:07,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5524,PALM ST,50, , ,5500,PALM,887200.1,1036910
19-027046,2019-06,04/14/2019 19:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1324,WASHINGTON AVE,36, , ,1324,WASHINGTON,906107.8,1019097
19-029740,2019-06,04/15/2019 08:00,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,4254,VISTA AVE,39, , ,4254,VISTA,889841.7,1016293
19-029104,2019-06,04/15/2019 08:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3868,DR MARTIN LUTHER KING DR,77, ,NUISANCE ABATEMENT PROPERTY,3868,DR MARTIN LUTHER KING,896742,1025805
19-025866,2019-06,04/16/2019 00:01,Y, , ,1, ,204100,1,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4643,LOUISIANA AVE,16, , ,4643,LOUISIANA,892687.3,998243.2
19-026102,2019-06,04/16/2019 13:55,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1937,WITHNELL AVE,22, , ,1937,WITHNELL,900398.9,1005811
19-027457,2019-06,04/16/2019 21:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1410,N. 9TH,62, ,NUISANCE ABATEMENT PROPERTY,1410,9TH,0,0
19-029068,2019-06,04/17/2019 01:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1119,LONG ST,61, ,NUISANCE ABATEMENT PROPERTY,1119,LONG,904791.7,1021428
19-027400,2019-06,04/17/2019 13:50,Y, , ,1, ,111110,2,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,7057,CHIPPEWA ST,9,SCHNUCKS, ,7057,CHIPPEWA,872714.9,1002363
19-017092,2019-06,04/17/2019 14:24,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,8942,ANNETTA ST,74, , ,8946,ANNETTA,895223.6,1051285
19-027214,2019-06,04/18/2018 12:17,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,3862,MERAMEC ST,16, , ,3862,MERAMEC,891565,1001469
19-027462,2019-06,04/18/2019 12:25,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3730,MAFFITT AVE,59, ,NUISANCE ABATEMENT PROPERTY,3730,MAFFITT,898819.7,1027537
19-017446,2019-06,04/19/2019 12:20,Y, , ,1, ,103000,3,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,2613,CHEROKEE ST,19, , ,2613,CHEROKEE,898484.3,1005106
19-027817,2019-06,04/20/2019 18:06,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4930,CHRISTY BLVD,5,BURLINGTON COAT FACTORY, ,4930,CHRISTY,884082.3,1001677
19-027160,2019-06,04/21/2019 14:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4487,NATURAL BRIDGE AVE,69, , ,4487,NATURAL BRIDGE,894771.2,1033355
19-027162,2019-06,04/22/2019 04:38,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3524,N KINGSHIGHWAY BLVD,55, ,@WHITE CASTLE - N KINGSHIGHWAY,3524,KINGSHIGHWAY,891147.3,1035041
19-029924,2019-06,04/22/2019 08:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4742,S GRAND BLVD,16, , ,4742,GRAND,891696.1,997682.1
19-027627,2019-06,04/22/2019 17:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1413,N 8TH,62, ,NUISANCE ABATEMENT PROPERTY,1413,8TH,0,0
19-027466,2019-06,04/22/2019 19:35,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1200,N 8TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1200,8TH,908855.4,1020690
19-018111,2019-06,04/23/2019 10:45,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3006,LAFAYETTE AVE,31, , ,3006,LAFAYETTE,897546.3,1013072
19-025636,2019-06,04/23/2019 11:06,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
19-025724,2019-06,04/23/2019 12:00,Y, , ,1, ,179210,5,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,4900,FOUNTAIN AVE,53, , ,4900,FOUNTAIN,0,0
