Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-048953,2019-09,03/05/2019 13:23,Y, , ,1, ,111110,1,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,4927,S KINGSHIGHWAY BLVD,7,ENTERPRISE CAR SALES,ENTERPRISE CAR SALES,4927,KINGSHIGHWAY,884071.6,1001923
19-048391,2019-09,03/16/2017 11:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4014,UNION BLVD,70, ,@NORTH PATROL DIVISION,1200,MARKET,890074.4,1037079
19-046025,2019-09,03/21/2017 08:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,5924,SUSON PL,14, , ,5924,SUSON,880175.3,1008477
19-013214,2019-09,03/26/2019 12:00,Y, , ,1, , 41014,4,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,3731,DR MARTIN LUTHER KING DR,59, , ,4601,NEWBERRY,897494.3,1025430
19-013214,2019-09,03/26/2019 12:00,Y, , ,1, , 41024,4,ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC,3731,DR MARTIN LUTHER KING DR,59, , ,4601,NEWBERRY,897494.3,1025430
19-013214,2019-09,03/26/2019 12:00,Y, , ,1, , 41024,4,ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC,3731,DR MARTIN LUTHER KING DR,59, , ,4601,NEWBERRY,897494.3,1025430
19-043926,2019-09,03/31/2019 08:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,600,JACKSON ST,74, , ,600,JACKSON,898443.9,1052960
19-044670,2019-09,04/01/2017 12:00,Y, , ,1, ,204100,5,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,807,CLARA AVE,48, , ,807,CLARA,882459.9,1027940
19-031371,2019-09,04/01/2019 00:01,Y, , ,1, ,176100,6,SEX OFFNS-SX ABUSE/1ST/NO CONSNT/VIC<12,1000,SWITZER AVE,74, , ,1000,SWITZER,0,0
19-046327,2019-09,04/02/2019 06:02,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4218,LINDELL BLVD,38, , ,4218,LINDELL,891808.7,1022061
19-046045,2019-09,04/02/2019 21:42,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,209,E GRAND AVE,64, , ,209,GRAND,904878.5,1034267
19-046331,2019-09,04/06/2019 17:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
19-017045,2019-09,04/08/2019 22:00, , , ,-1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4949,WEST PINE,38, , ,4949,WEST PINE,0,0
19-046332,2019-09,04/10/2019 17:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
19-047739,2019-09,04/12/2019 09:24,Y, , ,1, ,111110,1,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,4914,GRAVOIS AVE,5,MIDWEST BANKCENTRE,MIDWEST BANKCENTRE,4914,GRAVOIS,886801.5,1000455
19-045353,2019-09,04/13/2019 03:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4331,NATURAL BRIDGE AVE,68, , ,4331,NATURAL BRIDGE,895761.7,1032844
19-045743,2019-09,04/14/2019 12:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5100,CATES AVE,51, , ,5100,CATES,886839.4,1027500
19-046333,2019-09,04/17/2019 15:47,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
19-046229,2019-09,04/19/2019 00:01,Y, , ,1, ,204100,3,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1407,S TUCKER BLVD,33, , ,1407,TUCKER,904723.3,1012863
19-017879,2019-09,04/22/2019 08:30,Y, , ,1, , 42015,1,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,0,CHIPPEWA ST / GRAVOIS AVE,16, ,INTERSECTION, , ,890165.4,1003642
19-046049,2019-09,04/22/2019 09:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6210,W FLORISSANT AVE,76, ,@LEES CHICKEN - FLORISSANT,6210,FLORISSANT,890166.1,1048333
19-017872,2019-09,04/22/2019 10:54,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5863,ETZEL AVE,48, , ,5863,ETZEL,880851.3,1030876
18-019558,2019-09,04/24/2018 10:00,Y, , ,1, ,183260,1,DRUGS-SALE/METHAMPHETAMINE,5400,LISETTE AVE,6, , , , ,881050.6,998334.3
19-046055,2019-09,04/27/2019 10:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,826,GUSTAV AVE,74, , ,826,GUSTAV,897463.4,1052518
19-046056,2019-09,04/27/2019 22:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,10788,LOOKAWAY DR,75, , ,10788,LOOKAWAY,910124.6,1067250
19-046849,2019-09,04/28/2019 08:00,Y, , ,1, , 92000,2,SIMPLE ASSAULT-HARRASSMENT,3817,FLORA PL,27, , ,3817,FLORA,893449.5,1012183
19-046054,2019-09,04/29/2019 18:35,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5030,NATURAL BRIDGE AVE,52, ,@BURGER KING - NATURAL BRIDGE,5030,NATURAL BRIDGE,890648.8,1035264
19-046418,2019-09,05/02/2019 10:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1510,TAMM AVE,42, , ,1510,TAMM,879198.2,1015848
19-021086,2019-09,05/08/2019 16:30, , , ,1, , 72130,3,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE, , ,31, , , , ,0,0
19-021086,2019-09,05/08/2019 16:30, , , ,-1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE, , ,31, , , , ,0,0
19-021699,2019-09,05/10/2019 00:10, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,999,2ND,35,LUMIERE CASINO, ,999,2ND,0,0
19-043979,2019-09,05/17/2019 17:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",5530,BIRCHER BLVD,70, , ,5530,BIRCHER,888234.6,1041905
19-046544,2019-09,05/23/2019 19:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4999,BARNES JEWISH HOSPITAL PLZ,38,GARARGE, ,4999, ,886936.4,1020171
19-047584,2019-09,05/23/2019 20:00,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",5735,FLOY AVE,76, , ,5735,FLOY,889945.1,1047858
19-040919,2019-09,05/27/2019 21:00,Y, , ,1, , 23000,3,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,1500,ST VINCENT CT,31, , ,1500,ST VINCENT,0,0
19-046001,2019-09,05/29/2019 08:00,Y, , ,1, ,179200,5,SEX OFFNS-CHILD MOLESTATION,5700,CABANNE AVE,48, , ,5700,CABANNE,0,0
19-046773,2019-09,05/30/2019 23:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3313,DELMAR BLVD,77, , ,3313,DELMAR,898529.9,1021843
19-046057,2019-09,05/31/2019 13:02,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4828,N BROADWAY,64, ,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
19-046099,2019-09,06/01/2019 00:01,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1422,MONTGOMERY ST,63,DEALERSHIP,ELITE AUTOS,1422,MONTGOMERY,906369.9,1025767
19-045444,2019-09,06/01/2019 00:01,Y, , ,1, ,171300,1,SEX OFFNS-STATUATORY RAPE/SECOND,4400,ELLENWOOD AVE,5, , ,4400,ELLENWOOD,0,0
19-044696,2019-09,06/01/2019 08:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3747,SALENA ST,18, , ,3747,SALENA,899743.6,1002295
19-047370,2019-09,06/01/2019 08:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4992,MARDEL AVE,14, , ,4992,MARDEL,884234.1,1004839
19-047743,2019-09,06/01/2019 11:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,3970,FLAD AVE,27, , ,3970,FLAD,892087.9,1011723
19-047379,2019-09,06/01/2019 12:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,3900,SULLIVAN AVE,56, , ,3900,SULLIVAN,0,0
19-046060,2019-09,06/02/2019 15:05,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3930,N KINGSHIGHWAY BLVD,69, ,@HOTEL- CAROUSEL,3930,KINGSHIGHWAY,891566.9,1035732
19-044431,2019-09,06/03/2017 09:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3115,KEOKUK ST,16, , ,3115,KEOKUK,895385.9,1002248
19-043656,2019-09,06/03/2019 14:20,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4140,S BROADWAY,16,WALGREENS, ,4140,BROADWAY,897819.1,1000267
19-025931,2019-09,06/04/2019 15:32,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,225,N EUCLID AVE,38, ,@LIBRARY- SCHLAFLY BRANCH,3157,SUBLETTE,888221.8,1023504
19-034025,2019-09,06/05/2019 00:01,Y, , ,1, ,204100,2,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,3920,GRAVOIS AVE,15, , ,3920,GRAVOIS,891029.2,1004031
19-046063,2019-09,06/06/2019 00:32,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6001,W FLORISSANT AVE,73, , ,6001,FLORISSANT,891175.6,1047253
19-045338,2019-09,06/06/2019 10:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1001,HICKORY,34, , ,1001,HICKORY,0,0
19-047482,2019-09,06/07/2019 08:00,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,5800,ARSENAL ST,13, , ,5800,ARSENAL,881487,1009813
19-026475,2019-09,06/07/2019 12:23,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,5138,COLOGNE AVE,5, ,SUSPECT S RESIDENCE,5138,COLOGNE,884999,1000365
19-045161,2019-09,06/08/2019 13:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",909,N KINGSHIGHWAY BLVD,51, , ,909,KINGSHIGHWAY,887752.1,1027145
19-046065,2019-09,06/10/2019 14:20,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6001,W FLORISSANT AVE,73, , ,6001,FLORISSANT,891175.6,1047253
19-027334,2019-09,06/11/2019 18:45,Y, , ,1, , 42014,4,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,704,DICKSON ST,62, , ,704,DICKSON,908791.8,1021754
19-027334,2019-09,06/11/2019 18:45,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",704,DICKSON ST,62, , ,704,DICKSON,908791.8,1021754
19-046062,2019-09,06/16/2019 00:20,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5468,N KINGSHIGHWAY BLVD,71, , ,5468,KINGSHIGHWAY,895208.1,1040528
19-046066,2019-09,06/16/2019 10:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4240,JOHN AVE,67, , ,4240,JOHN,901888.8,1032358
19-028882,2019-09,06/19/2019 15:39,Y, , ,1, , 43013,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,BLAINE AVE / S GRAND BLVD,31, , , , ,894860.1,1014363
19-029050,2019-09,06/19/2019 23:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, ,10TH WASHINGTON,35, , , , ,0,0
19-045334,2019-09,06/24/2019 15:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1424,CHOUTEAU,33, , ,1424,CHOUTEAU,0,0
19-044726,2019-09,06/26/2019 10:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1447,HICKORY,33, , ,1430,CHOUTEAU,0,0
19-048318,2019-09,06/26/2019 22:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3834,PARNELL ST,65, , ,3834,PARNELL,902683.6,1029210
19-030356,2019-09,06/27/2019 00:01, , , ,-1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5056,CHIPPEWA,7, , ,5056,CHIPPEWA,0,0
19-030419,2019-09,06/27/2019 12:30,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3900,BROADWAY,18, , ,3900,BROADWAY,0,0
19-030472,2019-09,06/27/2019 18:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,NATURAL BRIDGE AVE / SHREVE AV,55, ,INTERSECTION, , ,892780.4,1034268
19-046266,2019-09,06/29/2019 15:30,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",901,WASHINGTON AVE,35, , ,901,WASHINGTON,907958,1018887
19-044811,2019-09,06/30/2019 13:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,BISHOP P L SCOTT AVE / LABADIE,56, , , , ,897768.1,1029323
19-043543,2019-09,07/01/2016 15:30,Y, , ,1, ,262300,4,PORNAGRAPHY-PBLIC DSPLAY SEX MATERIALS,1003,COLE ST,62, , ,1003,COLE,907914.5,1020355
19-047726,2019-09,07/01/2017 08:50,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4234,DEWEY AVE,16, , ,4234,DEWEY,892380.8,1000596
19-043705,2019-09,07/01/2019 00:01,Y, , ,1, , 69502,6,"LARCENY-ALL OTHER OVER $25,000",7601,HALL ST,74,RICH LOGISTICS, ,7601,HALL,898179,1046847
19-045355,2019-09,07/01/2019 09:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4039,S GRAND BLVD,16, , ,4039,GRAND,893235.5,1001571
19-046694,2019-09,07/01/2019 12:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,5028,STEFFENS AVE,5, , ,5028,STEFFENS,888202,999367.9
19-046827,2019-09,07/02/2019 15:39,Y, , ,1, ,101000,5,FORGERY,5547,DR MARTIN LUTHER KING DR,50,ARLINGTON GROVE APARTMENTS, ,1638,CLARA,884584.1,1032798
19-031592,2019-09,07/03/2019 14:35,Y, , ,1, , 42015,5,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,5300,MAPLE AVE,51, , ,5300,MAPLE,885287.4,1029138
19-044445,2019-09,07/03/2019 17:00,Y, , ,1, , 66701,2,LARCENY-BICYCLES UNDER $500,1000,S NEWSTEAD AVE,39, , ,1000,NEWSTEAD,889255.9,1017947
19-043519,2019-09,07/04/2019 07:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1811,CARR ST,61, , ,1811,CARR,904887.3,1021519
19-047043,2019-09,07/05/2019 10:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3010,KEOKUK ST,16, , ,3011,KEOKUK,895711.5,1002011
19-044721,2019-09,07/05/2019 10:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3406,MERAMEC ST,16, , ,3406,MERAMEC,893809.8,1000300
19-046355,2019-09,07/05/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,841,RIVERTRAIL CT,74, , ,841,RIVERTRAIL,899064.1,1054113
19-044260,2019-09,07/07/2014 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,3100,BRANTNER PL,59, , ,3100,BRANTNER,0,0
19-043460,2019-09,07/08/2019 08:10,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3742,S COMPTON AVE,19, , ,3742,COMPTON,895121.9,1003053
19-043551,2019-09,07/08/2019 11:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,11,BEVERLY PL,49, , ,11,BEVERLY,883697.9,1027135
19-033209,2019-09,07/09/2019 23:00,Y, , ,1, , 23000,6,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,4800,CALVIN AVE,69, , ,4900, ,0,0
19-049035,2019-09,07/10/2019 10:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,6324,HANCOCK,0,0
19-044137,2019-09,07/10/2019 10:39,Y, , ,1, ,112010,1,FRAUD-CREDIT DEVICE/OVER $150,705,WILMINGTON AVE,1, , ,705,WILMINGTON,891434.2,994044.5
19-046542,2019-09,07/10/2019 17:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3829,MINNESOTA AVE,16, , ,3829,MINNESOTA,895511.6,1002468
19-046539,2019-09,07/12/2018 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,661,MINNESOTA AVE,1, , ,6612,MINNESOTA,891030.4,991094.4
19-046527,2019-09,07/12/2018 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,6618,MINNESOTA AVE,1, , ,6618,MINNESOTA,891030.4,991094.4
19-046529,2019-09,07/12/2018 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,6601,PENNSYLVANIA AVE,1, , ,6601,PENNSYLVANIA,891411.1,991179.7
19-046305,2019-09,07/12/2018 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,6609,PENNSYLVANIA AVE,1, , ,6609,PENNSYLVANIA,891353.4,991115.7
19-033248,2019-09,07/12/2019 08:00,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3928,UTAH ST,15, , ,3928,UTAH,891201.5,1006586
19-033248,2019-09,07/12/2019 08:00,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3928,UTAH ST,15, , ,3928,UTAH,891201.5,1006586
19-033248,2019-09,07/12/2019 08:00,Y, , ,1, , 41201,2,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,3928,UTAH ST,15, , ,3928,UTAH,891201.5,1006586
19-033248,2019-09,07/12/2019 08:00,Y, , ,1, , 41201,2,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,3928,UTAH ST,15, , ,3928,UTAH,891201.5,1006586
19-033248,2019-09,07/12/2019 08:00,Y, , ,1, , 41201,2,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,3928,UTAH ST,15, , ,3928,UTAH,891201.5,1006586
19-044735,2019-09,07/12/2019 09:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1440,CASTLE,33, , ,1440,CASTLE,0,0
19-046537,2019-09,07/12/2019 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,6610,MINNESOTA AVE,1, , ,6610,MINNESOTA,891222.9,991196.5
19-049350,2019-09,07/12/2019 12:00,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,2003,BLENDON PL,43, , ,2003,BLENDON,874542.6,1015010
19-042127,2019-09,07/13/2019 10:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4828,N BROADWAY,64, ,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
19-045090,2019-09,07/13/2019 12:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4720,S BROADWAY,17, , ,4720,BROADWAY,895912.1,996407
19-046087,2019-09,07/13/2019 14:37,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5324,GREER AVE,50, , ,5300,LABADIE,888246.8,1035119
19-033530,2019-09,07/14/2019 07:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,900,N KINGSHIGHWAY BLVD,53,UNKNOWN,ACADEMY NEIGHBORHOOD,1, ,887992.3,1027106
19-033530,2019-09,07/14/2019 07:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,900,N KINGSHIGHWAY BLVD,53,UNKNOWN,ACADEMY NEIGHBORHOOD,1, ,887992.3,1027106
19-044731,2019-09,07/14/2019 14:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1549,CASTLE,33, , ,1549,CASTLE,0,0
19-043335,2019-09,07/14/2019 20:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5335,LINDENWOOD AVE,14, , ,5335,LINDENWOOD,882416.9,1004951
19-045911,2019-09,07/15/2019 05:45,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5309,GERALDINE AVE,71, ,ALLEY,5309,GERALDINE,893313,1040767
19-033729,2019-09,07/15/2019 07:00,Y, , ,1, , 42015,6,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,5706,THEKLA AVE,72, , ,5706,THEKLA,891454.8,1043887
19-044728,2019-09,07/15/2019 08:55,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,PEABODY,33, , ,1430,CHOUTEAU,0,0
19-045342,2019-09,07/15/2019 22:50,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1315,CARROLL ST,33, , ,1315,CARROLL,904086.1,1012687
19-033954,2019-09,07/16/2019 10:50,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5700,COTE BRILLIANTE AVE,50,ON THE STREET, ,5700,COTE BRILLIANTE,884001.5,1033756
19-045350,2019-09,07/17/2019 08:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,CHOUTEAU,33, , ,1434,CHOUTEAU,0,0
19-034253,2019-09,07/17/2019 17:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1200,N 7TH ST,62, , ,10,OFALLON,909278.8,1020625
19-034253,2019-09,07/17/2019 17:40,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1200,N 7TH ST,62, , ,10,OFALLON,909278.8,1020625
19-034253,2019-09,07/17/2019 17:40,Y, , ,1, , 41014,4,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,1200,N 7TH ST,62, , ,10,OFALLON,909278.8,1020625
19-034253,2019-09,07/17/2019 17:40,Y, , ,1, , 41024,4,ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC,1200,N 7TH ST,62, , ,10,OFALLON,909278.8,1020625
19-040695,2019-09,07/18/2019 09:00,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1925,E PRAIRIE AVE,66, , ,1925,PRAIRIE,902739.9,1034277
19-034546,2019-09,07/19/2019 10:00,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4333,QUINCY ST,4, , ,4333,QUINCY,883335.6,995043.4
19-034577,2019-09,07/19/2019 14:36,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4806,DR MARTIN LUTHER KING DR,53, ,ALIAS MLK/CORA, , ,889795.3,1029600
19-040502,2019-09,07/20/2019 00:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5200,GREER AVE,52, , ,5200,GREER,0,0
19-034733,2019-09,07/20/2019 11:55,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5010,ENRIGHT AVE,51,FAMILY DOLLAR,#1149206,5010,ENRIGHT,887696.4,1026535
